state,year,type,source,descrip,spon_names_raw,spon_names_clean,spon_total,spon_women,spon_men,prop_spon_women,spon_white,spon_black,spon_hispanic,spon_asian,spon_native,spon_islander,spon_other,spon_minority,spon_dem,spon_rep,spon_thi,spon_np,prop_spon_dem
Illinois,2019,contra_no_share,SB 25,No cost sharing for over the counter FDA approved contraceptives.,"Sen. Melinda Bush [D], Sen. Elgie Sims [D], Sen. Linda Holmes [D], Sen. Cristina Castro [D], Sen. Omar Aquino [D], Sen. Kimberly Lightford [D], Sen. Robert Peters [D], Sen. Iris Martinez [D], Sen. Mattie Hunter [D], Sen. Emil Jones [D], Sen. Ann Gillespie [D], Sen. Michael Hastings [D], Sen. Ram Villivalam [D], Sen. Martin Sandoval [D], Sen. Laura Fine [D], Sen. Don Harmon [D], Rep. Kelly Cassidy [D], Rep. Emanuel Welch [D], Sen. Sara Feigenholtz [D], Rep. Marcus Evans [D], Rep. Jehan Gordon-Booth [D], Sen. Karina Villa [D], Rep. Will Guzzardi [D], Rep. Elizabeth Hernandez [D], Rep. Jennifer Gong-Gershowitz [D], Sen. Diane Pappas [D], Rep. Nicholas Smith [D], Rep. Latoya Greenwood [D], Rep. Ann Williams [D], Rep. Deborah Conroy [D], Rep. Daniel Didech [D], Rep. Anne Stava-Murray [D], Rep. Anna Moeller [D], Rep. Gregory Harris [D], Sen. Celina Villanueva [D], Rep. Katie Stuart [D], Rep. Barbara Hernandez [D], Rep. Robyn Gabel [D], Rep. Michelle Mussman [D], Sen. John Connor [D], Rep. Jonathan Carroll [D], Rep. Jaime Andrade [D], Rep. Kathleen Willis [D], Rep. Carol Ammons [D], Rep. Delia Ramirez [D], Rep. Justin Slaughter [D], Sen. Robert Martwick [D], Rep. Sonya Harper [D], Rep. Jawaharial Williams [D], Rep. Natalie Manley [D], Rep. Aaron Ortiz [D], Rep. Bob Morgan [D]","Sen. Melinda Bush [D], Sen. Elgie Sims [D], Sen. Linda Holmes [D], Sen. Cristina Castro [D], Sen. Omar Aquino [D], Sen. Kimberly Lightford [D], Sen. Robert Peters [D], Sen. Iris Martinez [D], Sen. Mattie Hunter [D], Sen. Emil Jones [D], Sen. Ann Gillespie [D], Sen. Michael Hastings [D], Sen. Ram Villivalam [D], Sen. Martin Sandoval [D], Sen. Laura Fine [D], Sen. Don Harmon [D], Rep. Kelly Cassidy [D], Rep. Emanuel Welch [D], Sen. Sara Feigenholtz [D], Rep. Marcus Evans [D], Rep. Jehan Gordon-Booth [D], Sen. Karina Villa [D], Rep. Will Guzzardi [D], Rep. Elizabeth Hernandez [D], Rep. Jennifer Gong-Gershowitz [D], Sen. Diane Pappas [D], Rep. Nicholas Smith [D], Rep. Latoya Greenwood [D], Rep. Ann Williams [D], Rep. Deborah Conroy [D], Rep. Daniel Didech [D], Rep. Anne Stava-Murray [D], Rep. Anna Moeller [D], Rep. Gregory Harris [D], Sen. Celina Villanueva [D], Rep. Katie Stuart [D], Rep. Barbara Hernandez [D], Rep. Robyn Gabel [D], Rep. Michelle Mussman [D], Sen. John Connor [D], Rep. Jonathan Carroll [D], Rep. Jaime Andrade [D], Rep. Kathleen Willis [D], Rep. Carol Ammons [D], Rep. Delia Ramirez [D], Rep. Justin Slaughter [D], Sen. Robert Martwick [D], Rep. Sonya Harper [D], Rep. Jawaharial Williams [D], Rep. Natalie Manley [D], Rep. Aaron Ortiz [D], Rep. Bob Morgan [D]",52,31,21,0.5961538462,,,,,,,,0,52,0,0,0,1
Illinois,2021,contra_ex_sup,HB 135,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,"Rep. Michelle Mussman [D], Rep. Deborah Conroy [D], Rep. Natalie Manley [D], Rep. Kelly Cassidy [D], Rep. Robyn Gabel [D], Rep. Lindsey LaPointe [D], Rep. Suzanne Ness [D], Rep. Margaret Croke [D], Rep. Will Guzzardi [D], Rep. Anna Moeller [D], Rep. Bob Morgan [D], Rep. Joyce Mason [D], Rep. Kathleen Willis [D], Rep. Maura Hirschauer [D], Rep. Katie Stuart [D], Rep. Terra Costa Howard [D], Rep. Eva Dina Delgado [D], Rep. Anne Stava-Murray [D], Sen. Mark Walker [D], Rep. Daniel Didech [D], Rep. Jennifer Gong-Gershowitz [D], Rep. Elizabeth Hernandez [D], Sen. Lakesia Collins [D], Rep. Carol Ammons [D], Rep. Barbara Hernandez [D], Rep. Aaron Ortiz [D], Rep. Dagmara Avelar [D], Rep. Jonathan Carroll [D], Rep. Delia Ramirez [D], Rep. Kambium Buckner [D], Rep. Emanuel Welch [D], Sen. Melinda Bush [D], Sen. Doris Turner [D], Sen. Laura Fine [D], Sen. Napoleon Harris [D]","Rep. Michelle Mussman [D], Rep. Deborah Conroy [D], Rep. Natalie Manley [D], Rep. Kelly Cassidy [D], Rep. Robyn Gabel [D], Rep. Lindsey LaPointe [D], Rep. Suzanne Ness [D], Rep. Margaret Croke [D], Rep. Will Guzzardi [D], Rep. Anna Moeller [D], Rep. Bob Morgan [D], Rep. Joyce Mason [D], Rep. Kathleen Willis [D], Rep. Maura Hirschauer [D], Rep. Katie Stuart [D], Rep. Terra Costa Howard [D], Rep. Eva Dina Delgado [D], Rep. Anne Stava-Murray [D], Sen. Mark Walker [D], Rep. Daniel Didech [D], Rep. Jennifer Gong-Gershowitz [D], Rep. Elizabeth Hernandez [D], Sen. Lakesia Collins [D], Rep. Carol Ammons [D], Rep. Barbara Hernandez [D], Rep. Aaron Ortiz [D], Rep. Dagmara Avelar [D], Rep. Jonathan Carroll [D], Rep. Delia Ramirez [D], Rep. Kambium Buckner [D], Rep. Emanuel Welch [D], Sen. Melinda Bush [D], Sen. Doris Turner [D], Sen. Laura Fine [D], Sen. Napoleon Harris [D]",35,26,9,0.7428571429,,,,,,,,0,35,0,0,0,1
Illinois,2021,fer_treat,HB 3709,Mandates insurance coverage for diagnosis and treatment of infertility services. ,"Rep. Margaret Croke [D]	Rep. Katie Stuart [D]	Rep. Deborah Conroy [D]	Rep. Ann Williams [D]
Rep. John D'Amico [D]	Rep. Eva Dina Delgado [D]	Rep. Terra Costa Howard [D]	Rep. Robyn Gabel [D]
Rep. Kelly Cassidy [D]	Rep. Maurice West [D]	Rep. Jonathan Carroll [D]	Rep. Bob Morgan [D]
Rep. Daniel Didech [D]	Rep. Lindsey LaPointe [D]	Rep. Jennifer Gong-Gershowitz [D]	Rep. Jaime Andrade [D]
Rep. Anna Moeller [D]	Rep. Dagmara Avelar [D]	Sen. Mark Walker [D]	Rep. Natalie Manley [D]
Rep. Joyce Mason [D]	Rep. Rita Mayfield [D]	Rep. Kathleen Willis [D]	Rep. Elizabeth Hernandez [D]
Rep. Camille Lilly [D]	Rep. Barbara Hernandez [D]	Sen. Laura Fine [D]	Sen. Sara Feigenholtz [D]
Sen. Melinda Bush [D]	Sen. Celina Villanueva [D]	Sen. Omar Aquino [D]	Sen. Cristina Castro [D]
Sen. Scott Bennett [D]","Rep. Margaret Croke [D], Rep. Katie Stuart [D], Rep. Deborah Conroy [D], Rep. Ann Williams [D], Rep. John D'Amico [D], Rep. Eva Dina Delgado [D], Rep. Terra Costa Howard [D], Rep. Robyn Gabel [D], Rep. Kelly Cassidy [D], Rep. Maurice West [D], Rep. Jonathan Carroll [D], Rep. Bob Morgan [D], Rep. Daniel Didech [D], Rep. Lindsey LaPointe [D], Rep. Jennifer Gong-Gershowitz [D], Rep. Jaime Andrade [D], Rep. Anna Moeller [D], Rep. Dagmara Avelar [D], Sen. Mark Walker [D], Rep. Natalie Manley [D], Rep. Joyce Mason [D], Rep. Rita Mayfield [D], Rep. Kathleen Willis [D], Rep. Elizabeth Hernandez [D], Rep. Camille Lilly [D], Rep. Barbara Hernandez [D], Sen. Laura Fine [D], Sen. Sara Feigenholtz [D], Sen. Melinda Bush [D], Sen. Celina Villanueva [D], Sen. Omar Aquino [D], Sen. Cristina Castro [D], Sen. Scott Bennett [D]",33,25,8,0.7575757576,,,,,,,,0,33,0,0,0,1
Illinois,2022,pros_scr,HB 5318,Mandates insurance coverage of prostate cancer screening.,"Rep. LaShawn Ford [D]	Rep. Daniel Swanson [R]	Rep. Nicholas Smith [D]	Rep. Timothy Butler [R]
Rep. Mark Luft [R]	Rep. Emanuel Welch [D]	Rep. Rita Mayfield [D]	Rep. Camille Lilly [D]
Rep. Dave Severin [R]	Sen. Thomas Bennett [R]	Rep. Adam Niemerg [R]	Rep. Michael Marron [R]
Rep. Patrick Windhorst [R]	Rep. Chris Bos [R]	Rep. Tom Weber [R]	Rep. Blaine Wilhour [R]
Rep. Joyce Mason [D]	Rep. Lance Yednock [D]	Rep. Stephanie Kifowit [D]	Sen. Michael Halpin [D]
Rep. Justin Slaughter [D]	Rep. Mary Flowers [D]	Rep. William Davis [D]	Rep. Amy Grant [R]
Sen. Andrew Chesney [R]	Rep. Jaime Andrade [D]	Rep. Jennifer Gong-Gershowitz [D]	Rep. Ann Williams [D]
Rep. Deborah Conroy [D]	Rep. Kathleen Willis [D]	Rep. Elizabeth Hernandez [D]	Rep. Katie Stuart [D]
Rep. Latoya Greenwood [D]	Rep. Natalie Manley [D]	Rep. Frances Hurley [D]	Rep. Jonathan Carroll [D]
Rep. Maurice West [D]	Sen. Lakesia Collins [D]	Rep. Cyril Nichols [D]	Rep. Anthony DeLuca [D]
Rep. Dave Vella [D]	Rep. Martin Moylan [D]	Rep. Aaron Ortiz [D]	Rep. Debbie Meyers-Martin [D]
Sen. Emil Jones [D]	Sen. Napoleon Harris [D]	Sen. Adriane Johnson [D]	Sen. Cristina Castro [D]
Sen. Mattie Hunter [D]	Sen. Karina Villa [D]	Sen. Patricia Van Pelt [D]	Sen. Kimberly Lightford [D]
Sen. Scott Bennett [D]	Sen. Meg Loughran Cappel [D]	Sen. Diane Pappas [D]	Sen. Mike Simmons [D]
Sen. Robert Martwick [D]	Sen. Sara Feigenholtz [D]","Rep. LaShawn Ford [D], Rep. Daniel Swanson [R], Rep. Nicholas Smith [D], Rep. Timothy Butler [R], Rep. Mark Luft [R], Rep. Emanuel Welch [D], Rep. Rita Mayfield [D], Rep. Camille Lilly [D], Rep. Dave Severin [R], Sen. Thomas Bennett [R], Rep. Adam Niemerg [R], Rep. Michael Marron [R], Rep. Patrick Windhorst [R], Rep. Chris Bos [R], Rep. Tom Weber [R], Rep. Blaine Wilhour [R], Rep. Joyce Mason [D], Rep. Lance Yednock [D], Rep. Stephanie Kifowit [D], Sen. Michael Halpin [D], Rep. Justin Slaughter [D], Rep. Mary Flowers [D], Rep. William Davis [D], Rep. Amy Grant [R], Sen. Andrew Chesney [R], Rep. Jaime Andrade [D], Rep. Jennifer Gong-Gershowitz [D], Rep. Ann Williams [D], Rep. Deborah Conroy [D], Rep. Kathleen Willis [D], Rep. Elizabeth Hernandez [D], Rep. Katie Stuart [D], Rep. Latoya Greenwood [D], Rep. Natalie Manley [D], Rep. Frances Hurley [D], Rep. Jonathan Carroll [D], Rep. Maurice West [D], Sen. Lakesia Collins [D], Rep. Cyril Nichols [D], Rep. Anthony DeLuca [D], Rep. Dave Vella [D], Rep. Martin Moylan [D], Rep. Aaron Ortiz [D], Rep. Debbie Meyers-Martin [D], Sen. Emil Jones [D], Sen. Napoleon Harris [D], Sen. Adriane Johnson [D], Sen. Cristina Castro [D], Sen. Mattie Hunter [D], Sen. Karina Villa [D], Sen. Patricia Van Pelt [D], Sen. Kimberly Lightford [D], Sen. Scott Bennett [D], Sen. Meg Loughran Cappel [D], Sen. Diane Pappas [D], Sen. Mike Simmons [D], Sen. Robert Martwick [D], Sen. Sara Feigenholtz [D]",58,28,30,0.4827586207,,,,,,,,0,45,13,0,0,0.775862069
Illinois,2023,contra_no_share,SB 1561,No cost sharing for over the counter FDA approved contraceptives.,"Sen. Celina Villanueva [D] Sen. Mattie Hunter [D] Sen. Laura Murphy [D] Sen. Adriane Johnson [D], Sen. Rachel Ventura [D] Sen. Javier Cervantes [D] Sen. Mary Edly-Allen [D] Sen. Mike Porfirio [D], Sen. Christopher Belt [D] Sen. Mike Simmons [D] Sen. Michael Hastings [D] Sen. Laura Fine [D], Sen. Sara Feigenholtz [D] Rep. Kelly Cassidy [D] Rep. Camille Lilly [D], Rep. Lilian Jimenez [D] Rep. Mary Canty [D] Rep. Terra Costa Howard [D], Rep. Matt Hanson [D] Rep. Anne Stava-Murray [D] Rep. Lindsey LaPointe [D] Rep. Theresa Mah [D], Rep. Marcus Evans [D] Rep. Daniel Didech [D] Rep. Janet Yang Rohr [D] Rep. Kimberly Du Buclet [D], Rep. Maura Hirschauer [D] Rep. Michelle Mussman [D], Rep. Edgar Gonzalez [D] Rep. Nabeela Syed [D], Rep. Hoan Huynh [D] Rep. Laura Faver Dias [D] Rep. Norma Hernandez [D], Rep. Kevin Olickal [D] Rep. Joyce Mason [D], Rep. Will Guzzardi [D] Rep. Barbara Hernandez [D], Rep. Justin Slaughter [D] Rep. Sonya Harper [D], Rep. Katie Stuart [D] Rep. Anna Moeller [D], Rep. Margaret Croke [D] Rep. Eva Dina Delgado [D]","Sen. Celina Villanueva [D] Sen. Mattie Hunter [D] Sen. Laura Murphy [D] Sen. Adriane Johnson [D], Sen. Rachel Ventura [D] Sen. Javier Cervantes [D] Sen. Mary Edly-Allen [D] Sen. Mike Porfirio [D], Sen. Christopher Belt [D] Sen. Mike Simmons [D] Sen. Michael Hastings [D] Sen. Laura Fine [D], Sen. Sara Feigenholtz [D] Rep. Kelly Cassidy [D] Rep. Camille Lilly [D], Rep. Lilian Jimenez [D] Rep. Mary Canty [D] Rep. Terra Costa Howard [D], Rep. Matt Hanson [D] Rep. Anne Stava-Murray [D] Rep. Lindsey LaPointe [D] Rep. Theresa Mah [D], Rep. Marcus Evans [D] Rep. Daniel Didech [D] Rep. Janet Yang Rohr [D] Rep. Kimberly Du Buclet [D], Rep. Maura Hirschauer [D] Rep. Michelle Mussman [D], Rep. Edgar Gonzalez [D] Rep. Nabeela Syed [D], Rep. Hoan Huynh [D] Rep. Laura Faver Dias [D] Rep. Norma Hernandez [D], Rep. Kevin Olickal [D] Rep. Joyce Mason [D], Rep. Will Guzzardi [D] Rep. Barbara Hernandez [D], Rep. Justin Slaughter [D] Rep. Sonya Harper [D], Rep. Katie Stuart [D] Rep. Anna Moeller [D], Rep. Margaret Croke [D] Rep. Eva Dina Delgado [D]",43,29,14,0.6744186047,,,,,,,,0,43,0,0,0,1
Illinois,2024,fer_treat,SB 773,Mandates insurance coverage for diagnosis and treatment of infertility services. ,"Sen. Cristina Castro [D]	Sen. Michael Hastings [D]	Sen. Celina Villanueva [D]	Sen. Adriane Johnson [D]
Sen. Suzanne Glowiak Hilton [D]	Sen. Steve Stadelman [D]	Sen. Natalie Toro [D]	Sen. Christopher Belt [D]
Sen. Doris Turner [D]	Sen. Linda Holmes [D]	Sen. Julie Morrison [D]	Sen. Ram Villivalam [D]
Sen. Rachel Ventura [D]	Sen. Sara Feigenholtz [D]	Sen. Meg Loughran Cappel [D]	Sen. David Koehler [D]
Sen. Mike Porfirio [D]	Sen. Mattie Hunter [D]	Sen. Lakesia Collins [D]	Sen. Laura Ellman [D]
Sen. Michael Halpin [D]	Sen. Robert Peters [D]	Sen. Mark Walker [D]	Sen. Paul Faraci [D]
Sen. Laura Murphy [D]	Sen. Mary Edly-Allen [D]	Sen. Mike Simmons [D]	Rep. Margaret Croke [D]
Rep. Terra Costa Howard [D]	Rep. Harry Benton [D]	Rep. Bradley Stephens [R]	Rep. Jehan Gordon-Booth [D]
Rep. Michelle Mussman [D]	Rep. Camille Lilly [D]	Rep. Robyn Gabel [D]	Rep. Jawaharial Williams [D]
Rep. Michael Kelly [D]	Rep. Diane Blair-Sherlock [D]	Rep. Daniel Didech [D]	Rep. Elizabeth Hernandez [D]
Rep. Matt Hanson [D]	Rep. Jenn Ladisch Douglass [D]	Rep. Stephanie Kifowit [D]	Rep. Sue Scherer [D]
Rep. Robert Rita [D]	Rep. Jaime Andrade [D]	Rep. Nicole La Ha [R]	Rep. Patrick Sheehan [R]
Rep. Lilian Jimenez [D]	Rep. Norma Hernandez [D]	Rep. Ann Williams [D]	Rep. Jennifer Gong-Gershowitz [D]
Rep. Katie Stuart [D]	Rep. Janet Yang Rohr [D]	Rep. Anne Stava-Murray [D]	Rep. Angelica Guerrero-Cuellar [D]
Rep. Emanuel Welch [D]	Rep. Bob Morgan [D]","Sen. Cristina Castro [D], Sen. Michael Hastings [D], Sen. Celina Villanueva [D], Sen. Adriane Johnson [D], Sen. Suzanne Glowiak Hilton [D], Sen. Steve Stadelman [D], Sen. Natalie Toro [D], Sen. Christopher Belt [D], Sen. Doris Turner [D], Sen. Linda Holmes [D], Sen. Julie Morrison [D], Sen. Ram Villivalam [D], Sen. Rachel Ventura [D], Sen. Sara Feigenholtz [D], Sen. Meg Loughran Cappel [D], Sen. David Koehler [D], Sen. Mike Porfirio [D], Sen. Mattie Hunter [D], Sen. Lakesia Collins [D], Sen. Laura Ellman [D], Sen. Michael Halpin [D], Sen. Robert Peters [D], Sen. Mark Walker [D], Sen. Paul Faraci [D], Sen. Laura Murphy [D], Sen. Mary Edly-Allen [D], Sen. Mike Simmons [D], Rep. Margaret Croke [D], Rep. Terra Costa Howard [D], Rep. Harry Benton [D], Rep. Bradley Stephens [R], Rep. Jehan Gordon-Booth [D], Rep. Michelle Mussman [D], Rep. Camille Lilly [D], Rep. Robyn Gabel [D], Rep. Jawaharial Williams [D], Rep. Michael Kelly [D], Rep. Diane Blair-Sherlock [D], Rep. Daniel Didech [D], Rep. Elizabeth Hernandez [D], Rep. Matt Hanson [D], Rep. Jenn Ladisch Douglass [D], Rep. Stephanie Kifowit [D], Rep. Sue Scherer [D], Rep. Robert Rita [D], Rep. Jaime Andrade [D], Rep. Nicole La Ha [R], Rep. Patrick Sheehan [R], Rep. Lilian Jimenez [D], Rep. Norma Hernandez [D], Rep. Ann Williams [D], Rep. Jennifer Gong-Gershowitz [D], Rep. Katie Stuart [D], Rep. Janet Yang Rohr [D], Rep. Anne Stava-Murray [D], Rep. Angelica Guerrero-Cuellar [D], Rep. Emanuel Welch [D], Rep. Bob Morgan [D]",58,36,22,0.6206896552,,,,,,,,0,55,3,0,0,0.9482758621
Kansas,2011,abor_lim,HB 2075,Marketplace Limitations:  2011,,,0,,,0,,,,,,,,0,,,,,0
Kentucky,2011,abor_lim,"KFF. (2025). Interactive: How State Policies Shape Access to Abortion Coverage. KFF. Retrieved from https://www.kff.org/womens-health-policy/issue-brief/interactive-how-state-policies-shape-access-to-abortion-coverage/#:~:text=The%20ACA%20maintains%20the%20Hyde,restrictive%20than%20the%20Hyde%20limitations.",Marketplace Limitations: 2011,,,0,,,0,,,,,,,,0,,,,,0
Kentucky,2023,fer_treat,HB 170,Mandates insurance coverage for diagnosis and treatment of infertility services. ,"Rep. Patrick Flannery [R]	Rep. Jason Nemes [R]	Rep. Daniel Fister [R]	Rep. Jacob Justice [R]
Rep. Shawn McPherson [R]	Rep. Kimberly Moser [R]	Rep. Amy Neighbors [R]	Rep. Michael Pollock [R]
Rep. Scott Sharp [R]","Rep. Patrick Flannery [R], Rep. Jason Nemes [R], Rep. Daniel Fister [R], Rep. Jacob Justice [R], Rep. Shawn McPherson [R], Rep. Kimberly Moser [R], Rep. Amy Neighbors [R], Rep. Michael Pollock [R], Rep. Scott Sharp [R]",9,2,7,0.2222222222,,,,,,,,0,0,9,0,0,0
Kentucky,2024,pros_scr,HB 52,Mandates insurance coverage of prostate cancer screening.,"Rep. Deanna Frazier Gordon [R]	Rep. Chad Aull [D]	Rep. Danny Bentley [R]	Rep. Beverly Chester-Burton [D]
Rep. Alan Gentry [D]	Rep. Ruth Palumbo [D]	Rep. Rachel Roarx [D]	Rep. Rachel Roberts [D]
Rep. Sarah Stalker [D]	Rep. Lisa Willner [D]","Rep. Deanna Frazier Gordon [R], Rep. Chad Aull [D], Rep. Danny Bentley [R], Rep. Beverly Chester-Burton [D], Rep. Alan Gentry [D], Rep. Ruth Palumbo [D], Rep. Rachel Roarx [D], Rep. Rachel Roberts [D], Rep. Sarah Stalker [D], Rep. Lisa Willner [D]",10,7,3,0.7,,,,,,,,0,8,2,0,0,0.8
Louisiana,2010,abor_lim,HB 1247,Marketplace Limitations:  2010,"Sen. Robert Adley [R], Sen. John Alario [R], Sen. Conrad Appel [R], Rep. James Armes [D], Rep. Bobby Badon [D], Rep. Damon Baldone [D], Rep. Taylor Barras [R], Sen. Regina Barrow [D], Rep. Robert Billiot [D], Sen. Sharon Broome [D], Rep. Richard Burford [R], Rep. Henry Burns [R], Rep. Timothy Burns [R], Rep. Thomas Carmody [R], Rep. Simone Champagne [R], Rep. Billy Chandler [D], Rep. Charles Chaney [R], Sen. Patrick Connick [R], Sen. Patrick Cortez [R], Rep. George Cromer [R], Rep. Michael Danahay [D], Sen. Jack Donahue [R], Rep. Gordon Dove [R], Rep. Hollis Downs [R], Sen. Ann Duplessis [D], Rep. Noble Ellington [D], Sen. Dale Erdey [R], Sen. James Fannin [R], Sen. Nicholas Gautreaux [D], Rep. Brett Geymann [R], Rep. Jerry Gisclair [D], Rep. Hunter Greene [R], Sen. Elbert Guillory [D], Rep. Mickey Guillory [D], Rep. John Guinn [R], Rep. Rickey Hardy [D], Rep. Joseph Harrison [R], Rep. Lowell Hazel [R], Sen. Troy Hebert [D], Rep. Reed Henderson [D], Sen. Cameron Henry [R], Rep. Dorothy Hill [D], Rep. Walker Hines [D], Rep. Frank Hoffmann [R], Rep. Frank Howard [R], Rep. Kay Katz [R], Rep. Charles Kleckley [R], Sen. Robert Kostelka [R], Rep. John LaBruzzo [R], Sen. Eddie Lambert [R], Rep. Bernard LeBas [D], Rep. Anthony Ligi [R], Rep. Samuel Little [R], Sen. Gerald Long [R], Rep. Joseph Lopinto [R], Rep. Nicholas Lorusso [R], Sen. Daniel Martiny [R], Sen. Michael Michot [R], Sen. Fred Mills [R], Rep. Nickie Monica [R], Rep. Jack Montoucet [D], Rep. James Morris [R], Sen. Dan Morrish [R], Sen. Willie Mount [D], Sen. Ben Nevers [D], Rep. Kevin Pearson [R], Sen. Jonathan Perry [R], Sen. Rogers Pope [R], Rep. Stephen Pugh [R], Sen. Julie Quinn [R], Rep. Jerome Richard [I], Rep. Clifton Richardson [R], Rep. Neil Riser [R], Rep. Harold Ritchie [D], Rep. John Schroder [R], Sen. B.L. Shaw [R], Rep. Scott Simon [R], Rep. M.J. Smiley [R], Rep. Jane Smith [R], Sen. John Smith [R], Sen. Kirk Talbot [R], Rep. Ricky Templet [R], Rep. Major Thibaut [D], Rep. Francis Thompson [R], Rep. Jim Tucker [R], Sen. Michael Walsworth [R], Sen. Mack White [R], Rep. Patrick Williams [D], Rep. Thomas Willmott [R], Rep. Ernest Wooton [R]","Sen. Robert Adley [R], Sen. John Alario [R], Sen. Conrad Appel [R], Rep. James Armes [D], Rep. Bobby Badon [D], Rep. Damon Baldone [D], Rep. Taylor Barras [R], Sen. Regina Barrow [D], Rep. Robert Billiot [D], Sen. Sharon Broome [D], Rep. Richard Burford [R], Rep. Henry Burns [R], Rep. Timothy Burns [R], Rep. Thomas Carmody [R], Rep. Simone Champagne [R], Rep. Billy Chandler [D], Rep. Charles Chaney [R], Sen. Patrick Connick [R], Sen. Patrick Cortez [R], Rep. George Cromer [R], Rep. Michael Danahay [D], Sen. Jack Donahue [R], Rep. Gordon Dove [R], Rep. Hollis Downs [R], Sen. Ann Duplessis [D], Rep. Noble Ellington [D], Sen. Dale Erdey [R], Sen. James Fannin [R], Sen. Nicholas Gautreaux [D], Rep. Brett Geymann [R], Rep. Jerry Gisclair [D], Rep. Hunter Greene [R], Sen. Elbert Guillory [D], Rep. Mickey Guillory [D], Rep. John Guinn [R], Rep. Rickey Hardy [D], Rep. Joseph Harrison [R], Rep. Lowell Hazel [R], Sen. Troy Hebert [D], Rep. Reed Henderson [D], Sen. Cameron Henry [R], Rep. Dorothy Hill [D], Rep. Walker Hines [D], Rep. Frank Hoffmann [R], Rep. Frank Howard [R], Rep. Kay Katz [R], Rep. Charles Kleckley [R], Sen. Robert Kostelka [R], Rep. John LaBruzzo [R], Sen. Eddie Lambert [R], Rep. Bernard LeBas [D], Rep. Anthony Ligi [R], Rep. Samuel Little [R], Sen. Gerald Long [R], Rep. Joseph Lopinto [R], Rep. Nicholas Lorusso [R], Sen. Daniel Martiny [R], Sen. Michael Michot [R], Sen. Fred Mills [R], Rep. Nickie Monica [R], Rep. Jack Montoucet [D], Rep. James Morris [R], Sen. Dan Morrish [R], Sen. Willie Mount [D], Sen. Ben Nevers [D], Rep. Kevin Pearson [R], Sen. Jonathan Perry [R], Sen. Rogers Pope [R], Rep. Stephen Pugh [R], Sen. Julie Quinn [R], Rep. Jerome Richard [I], Rep. Clifton Richardson [R], Rep. Neil Riser [R], Rep. Harold Ritchie [D], Rep. John Schroder [R], Sen. B.L. Shaw [R], Rep. Scott Simon [R], Rep. M.J. Smiley [R], Rep. Jane Smith [R], Sen. John Smith [R], Sen. Kirk Talbot [R], Rep. Ricky Templet [R], Rep. Major Thibaut [D], Rep. Francis Thompson [R], Rep. Jim Tucker [R], Sen. Michael Walsworth [R], Sen. Mack White [R], Rep. Patrick Williams [D], Rep. Thomas Willmott [R], Rep. Ernest Wooton [R]",90,7,90,0.07777777778,,,,,,,,0,26,63,1,0,0.2888888889
Louisiana,2023,fer_treat,HB 186,Mandates insurance coverage for diagnosis and treatment of infertility services. ,"Rep. Paula Davis [R]	Rep. Delisha Boyd [D]	Rep. Chad Brown [D]	Rep. Rhonda Butler [R]
Rep. Dewith Carrier [R]	Rep. Aimee Freeman [D]	Rep. Barbara Freiberg [R]	Rep. Cedric Glover [D]
Rep. Stephanie Hilferty [R]	Rep. Jason Hughes [D]	Rep. John Illg [R]	Rep. Mandie Landry [D]
Rep. Jack McFarland [R]	Rep. Pat Moore [D]	Rep. Candace Newell [D]	Rep. Laurie Schlegel [R]
Rep. Matthew Willard [D]	Sen. Gary Carter [D]	Sen. Royce Duplessis [D]	Sen. Katrina Jackson-Andrews [D]
Sen. Robert Mills [R]	Sen. Gary Smith [D]	Sen. Kirk Talbot [R]","Rep. Paula Davis [R], Rep. Delisha Boyd [D], Rep. Chad Brown [D], Rep. Rhonda Butler [R], Rep. Dewith Carrier [R], Rep. Aimee Freeman [D], Rep. Barbara Freiberg [R], Rep. Cedric Glover [D], Rep. Stephanie Hilferty [R], Rep. Jason Hughes [D], Rep. John Illg [R], Rep. Mandie Landry [D], Rep. Jack McFarland [R], Rep. Pat Moore [D], Rep. Candace Newell [D], Rep. Laurie Schlegel [R], Rep. Matthew Willard [D], Sen. Gary Carter [D], Sen. Royce Duplessis [D], Sen. Katrina Jackson-Andrews [D], Sen. Robert Mills [R], Sen. Gary Smith [D], Sen. Kirk Talbot [R]",23,11,12,0.4782608696,,,,,,,,0,13,10,0,0,0.5652173913
Maine,2017,contra_ex_sup,HB 1237,Mandated insurance coverage for 12-month FDA approved contraceptives.,"Rep. Joyce McCreight [D] Sen. Roger Katz [R] Sen. Benjamin Chipman [D] Rep. Dale Denno [D], Rep. Michael Devin [D] Rep. Kimberly Monaghan-Derrig [D] Rep. Anne Perry [D] Sen. Denise Tepler [D], Rep. Maureen Terry [D]","Rep. Joyce McCreight [D] Sen. Roger Katz [R] Sen. Benjamin Chipman [D] Rep. Dale Denno [D], Rep. Michael Devin [D] Rep. Kimberly Monaghan-Derrig [D] Rep. Anne Perry [D] Sen. Denise Tepler [D], Rep. Maureen Terry [D]",9,5,4,0.5555555556,,,,,,,,0,8,1,0,0,0.8888888889
